Amount,CBK,hour,day_of_week,card_txn_count
132.0,1,18,4,5
95.2,0,12,3,1
46.0,0,13,3,1
121.0,0,23,0,1
10.0,0,9,4,1
93.15,0,8,5,1
78.4,0,13,0,1
110.0,0,18,1,1
224.0,0,21,0,1
207.0,1,12,0,2
57.5,0,15,3,2
104.5,0,15,1,2
308.0,0,19,4,1
89.6,0,21,0,1
132.0,0,16,4,1
156.8,0,16,4,1
148.5,0,21,6,1
132.0,0,17,4,1
34.5,0,18,5,1
672.0,0,21,4,2
99.0,0,20,4,2
150.0,0,8,4,1
78.4,0,12,0,2
88.0,0,16,4,1
88.0,0,11,5,1
286.0,0,21,6,2
77.0,0,9,3,1
55.0,0,21,1,1
110.0,1,12,5,20
10.0,0,3,2,1
99.0,0,19,4,1
172.75,0,16,1,2
154.0,0,20,3,1
286.0,0,22,4,1
78.4,0,12,1,2
198.0,0,14,3,1
86.0,0,8,3,2
715.0,0,17,0,1
1060.0,0,23,3,1
92.0,0,19,4,1
198.0,0,21,2,1
112.0,0,9,2,1
34.5,1,17,0,1
15.0,0,16,0,1
77.0,0,21,0,1
15.0,0,13,3,3
10.0,0,18,6,1
77.0,0,22,1,1
25.0,0,22,2,1
190.4,0,12,2,1
115.0,0,16,0,1
134.4,0,22,6,1
93.37,0,18,1,1
78.4,0,8,3,5
201.25,1,22,0,4
49.5,0,13,0,1
89.6,0,13,0,1
121.0,0,22,1,1
88.0,0,20,3,1
104.5,0,13,3,3
77.0,0,13,0,1
246.6,0,15,1,1
88.0,0,12,5,1
250.0,1,16,6,20
103.5,0,22,3,1
70.03,0,17,1,1
5.0,0,18,3,1
264.0,0,8,4,1
414.0,0,17,2,4
78.4,0,9,1,1
16.5,0,16,2,1
99.0,0,11,4,1
55.0,0,14,4,1
33.0,0,14,5,1
69.0,0,23,2,1
297.0,0,23,3,2
16.5,0,22,5,2
78.4,0,19,3,3
451.0,0,22,3,1
16.5,0,19,2,1
143.0,0,21,5,2
154.0,0,2,3,1
99.0,0,11,4,1
23.0,0,11,1,1
34.5,0,20,5,3
110.0,0,14,4,2
46.0,0,19,3,3
92.0,0,9,2,1
145.6,0,11,2,1
80.0,1,22,3,2
132.0,0,15,2,1
198.0,0,22,4,1
46.0,0,15,1,1
250.0,0,22,5,1
132.0,0,18,0,2
70.03,0,16,4,3
345.5,0,23,2,1
143.0,0,17,0,1
46.0,1,16,4,6
33.0,0,17,3,2
109.61,0,13,4,1
27.5,0,0,2,1
44.0,0,14,2,2
77.0,0,13,1,2
105.0,0,15,6,1
145.6,0,21,4,1
100.8,0,14,0,5
120.0,0,19,0,1
145.6,0,11,1,1
172.5,1,23,2,8
23.0,0,21,3,2
70.0,0,18,5,6
264.0,0,21,4,2
220.0,0,9,4,1
115.0,0,12,0,1
16.5,0,10,1,2
110.0,1,13,5,20
67.2,0,12,3,1
231.0,0,10,1,1
46.69,0,17,3,1
33.0,0,12,5,1
55.0,0,11,2,2
89.6,0,9,4,1
55.0,0,22,1,1
34.5,0,18,0,2
110.55,0,16,4,1
115.0,0,18,5,1
120.0,0,21,5,2
46.0,1,15,0,8
172.5,0,20,1,1
201.25,0,18,0,1
179.2,0,9,1,2
15.0,0,10,1,1
121.0,0,19,0,1
20.0,0,11,4,1
308.0,0,22,0,1
34.5,0,12,2,1
46.0,0,11,4,1
110.0,0,14,2,2
110.0,0,15,4,1
154.0,0,16,4,1
99.0,0,22,1,1
44.8,0,16,2,1
179.2,0,17,4,2
23.0,0,0,4,2
126.5,1,9,4,8
48.72,0,15,2,1
88.0,0,16,4,3
132.25,0,22,0,1
77.0,0,10,0,3
154.0,0,16,2,1
86.0,0,20,5,1
88.0,0,8,3,1
198.0,0,20,2,1
92.0,0,9,0,1
224.0,0,18,2,1
46.69,0,11,2,1
143.0,0,23,4,1
72.0,0,12,1,1
78.4,0,14,2,1
92.0,0,20,3,1
20.0,0,20,2,2
36.66,0,8,1,1
10.0,0,15,3,2
122.81,0,22,3,2
104.5,0,17,4,1
112.0,0,18,4,1
172.5,0,22,3,1
132.0,0,13,4,1
172.5,1,23,2,8
110.0,0,10,4,3
78.4,0,22,3,1
46.0,0,18,5,1
55.0,1,0,5,1
154.0,1,16,0,3
105.0,0,15,5,2
286.0,0,0,5,2
5.0,0,13,6,2
115.0,0,11,3,1
138.0,0,14,1,1
304.75,1,1,2,2
88.0,0,9,3,1
55.0,0,14,3,1
572.0,0,23,2,2
142.5,0,18,2,1
275.0,0,10,5,1
30.0,0,11,1,1
88.0,0,21,4,2
30.0,0,22,0,1
70.0,0,14,1,1
154.0,0,19,0,1
112.0,0,18,2,2
156.8,0,11,5,2
515.2,0,16,2,1
99.0,1,20,3,2
99.0,0,20,3,1
23.0,0,13,5,1
220.0,1,21,2,8
123.3,0,15,6,2
34.5,0,18,3,1
50.75,0,17,0,1
99.0,0,10,2,1
99.0,0,21,3,1
154.0,0,16,2,1
25.0,0,18,5,1
103.5,0,15,2,1
104.5,0,0,5,1
104.5,0,18,4,2
88.0,0,22,3,1
45.2,0,21,1,1
330.0,0,23,0,1
57.5,0,13,2,5
308.0,0,8,4,1
69.0,0,20,5,5
84.0,0,18,3,1
165.0,0,21,4,2
123.3,0,13,0,1
77.0,0,21,3,2
209.0,0,15,4,1
92.0,0,20,3,1
352.0,0,20,0,1
132.0,0,13,2,1
550.0,0,13,2,1
88.0,0,12,3,2
460.0,0,10,1,1
143.0,0,12,5,1
110.0,0,23,3,1
92.0,0,11,1,1
231.0,0,0,0,1
70.0,0,13,4,1
55.0,0,10,4,1
253.0,0,22,5,1
77.0,0,20,4,2
187.0,0,10,1,1
440.0,1,12,5,2
99.0,0,15,2,1
46.0,0,9,4,1
402.5,0,22,0,1
16.5,0,14,0,1
121.79,0,22,4,2
88.0,0,20,2,1
99.0,0,20,4,1
143.0,0,17,0,1
100.0,0,9,1,1
46.0,0,14,3,1
66.0,0,10,2,1
46.0,0,0,3,3
154.0,0,23,3,1
69.0,0,18,3,1
120.0,0,18,6,1
45.0,0,17,2,2
370.0,0,21,1,2
121.0,0,1,4,1
161.0,0,15,1,1
67.2,0,12,3,2
830.0,0,14,0,1
112.0,0,12,0,1
17.51,0,16,4,1
123.2,0,19,4,1
264.0,1,23,4,2
25.0,0,15,3,1
89.6,0,23,1,4
20.0,0,8,4,1
55.0,0,10,2,1
99.0,0,21,4,1
145.6,0,9,2,1
88.0,0,17,4,3
99.0,0,21,4,1
31.05,0,15,2,1
89.6,0,20,0,2
57.5,1,19,3,4
46.0,0,19,4,1
46.69,0,23,2,1
235.2,0,14,5,1
44.8,0,17,1,1
33.0,0,20,2,1
88.0,0,21,2,3
70.03,0,13,5,1
480.0,0,14,2,1
34.5,0,14,4,1
138.0,0,15,3,1
92.0,0,21,2,6
134.4,0,21,0,2
78.4,0,14,0,2
176.0,0,18,1,1
78.4,0,11,0,2
60.0,0,15,4,1
132.25,0,11,1,1
34.5,0,0,1,1
35.0,0,14,5,2
35.0,0,20,4,1
69.0,0,18,4,1
15.0,0,13,5,1
224.0,0,10,0,1
286.0,0,12,4,1
78.4,0,9,3,2
132.0,0,23,2,1
77.0,0,20,3,1
89.6,0,16,4,5
15.0,0,18,6,1
19.74,0,16,0,1
115.0,0,20,4,1
77.0,0,14,4,1
40.0,0,19,1,1
88.0,0,11,2,2
156.8,0,11,3,1
10.0,0,11,1,1
198.0,0,17,4,1
89.6,0,23,2,1
33.0,0,21,6,1
99.0,0,13,3,1
78.4,0,10,1,1
112.0,0,22,4,1
69.0,0,21,4,1
134.4,0,10,1,1
15.0,0,23,2,1
99.0,0,17,3,2
145.6,0,10,3,1
132.0,0,16,4,1
35.0,0,12,4,2
55.0,0,20,0,1
55.0,0,23,6,1
161.0,0,17,6,1
172.5,0,21,4,1
224.0,0,15,4,1
5.0,0,20,6,1
15.0,0,22,1,1
143.0,0,14,4,1
154.0,1,15,0,8
46.0,0,23,1,1
10.0,0,17,0,1
23.0,0,13,3,1
286.0,0,22,1,1
143.0,0,16,6,1
103.5,0,15,2,1
71.75,0,14,0,1
5.0,0,18,5,2
179.2,0,22,0,1
84.0,0,22,0,1
69.0,0,21,0,1
29.34,0,14,3,1
82.5,0,16,2,1
20.0,0,18,1,1
230.0,0,19,5,1
44.0,0,9,2,2
132.0,0,21,4,1
34.5,0,12,1,2
77.0,0,17,3,2
220.0,0,17,4,1
308.0,0,18,4,1
31.59,0,21,3,1
52.5,0,9,5,1
143.0,0,9,5,1
92.0,0,10,0,1
78.4,0,0,4,1
99.0,0,16,4,2
27.5,0,22,0,1
46.69,0,9,0,1
154.0,0,15,0,1
143.0,0,22,5,1
10.0,0,11,1,1
70.0,0,18,5,6
280.0,0,11,5,2
154.0,0,2,4,1
308.0,0,18,1,1
77.0,0,19,4,1
27.63,0,21,4,1
110.0,0,20,1,2
172.5,0,16,3,5
187.0,0,16,5,4
207.0,1,21,2,1
78.4,0,18,1,2
55.0,0,19,1,2
10.0,0,15,5,1
360.0,0,18,1,1
209.0,0,21,0,1
70.0,0,19,0,1
154.0,0,23,3,1
154.0,0,16,4,1
55.0,0,15,6,2
80.0,1,0,4,2
40.0,0,15,3,1
49.5,0,22,2,1
220.0,0,23,3,1
58.36,0,18,2,1
103.5,0,16,0,1
2419.2,0,10,3,1
145.6,0,13,1,2
132.0,0,9,2,2
90.4,0,22,2,3
99.0,0,18,4,1
154.0,0,8,4,1
132.0,1,13,4,6
420.0,1,3,5,5
630.0,0,10,0,1
190.4,1,23,6,10
138.0,0,22,4,1
93.5,0,18,3,1
143.0,0,14,1,1
89.6,0,14,2,3
92.0,0,15,4,1
154.0,0,13,3,1
46.0,0,15,4,1
112.0,0,19,1,1
138.0,0,21,2,2
92.0,0,15,1,1
69.0,1,2,4,2
49.43,0,0,6,1
172.5,0,21,3,4
104.5,0,22,2,1
92.0,0,16,3,1
15.0,0,13,0,1
264.0,0,13,3,1
190.4,1,15,2,5
93.37,0,19,4,1
46.0,0,20,0,1
352.0,0,21,3,1
55.0,0,16,4,1
16.5,0,11,4,1
54.0,0,8,2,2
154.0,1,15,0,8
230.0,0,20,2,1
55.0,0,21,0,1
44.0,0,14,3,1
345.5,0,21,2,1
134.4,1,16,0,1
115.0,0,8,3,2
154.0,0,18,1,2
156.8,0,19,0,2
257.6,0,22,1,1
168.0,0,15,1,1
154.0,0,11,4,1
440.0,0,1,2,1
55.0,0,22,4,2
123.3,0,17,4,1
20.0,0,11,6,1
414.0,0,15,2,1
140.0,0,15,6,1
143.0,0,8,1,1
168.0,0,14,1,1
67.2,0,14,0,3
104.5,0,15,0,1
80.5,0,19,1,1
49.5,0,14,3,1
540.0,0,19,5,1
230.0,0,18,5,1
49.5,0,22,2,1
224.0,0,12,0,1
115.0,0,9,3,1
88.0,0,9,3,3
2141.94,0,19,5,1
100.8,0,10,4,2
120.75,0,13,3,2
100.8,0,14,4,1
16.5,0,22,4,1
70.0,0,15,2,1
110.0,0,19,0,1
15.0,0,18,5,2
69.0,0,11,1,1
80.5,0,10,1,1
57.5,1,0,3,3
30.0,0,11,1,1
20.0,0,16,4,1
16.5,0,19,5,1
132.0,0,22,2,1
425.6,0,21,1,1
22.0,0,13,4,1
34.5,0,19,4,1
15.0,0,12,1,1
150.0,0,14,5,1
112.0,0,22,0,3
148.5,0,10,0,2
78.4,0,11,1,1
100.8,0,15,1,2
291.2,0,19,3,1
15.0,0,16,2,1
258.5,0,21,3,1
78.28,0,0,3,2
115.0,0,11,1,1
88.0,0,15,3,2
60.0,0,20,3,1
58.36,0,20,2,2
132.0,0,22,4,1
78.4,0,10,3,1
55.0,0,15,3,3
10.0,0,19,4,1
25.0,0,10,2,1
5.0,0,18,0,1
154.0,0,22,0,1
44.42,0,15,4,1
154.0,0,14,1,1
27.91,0,20,0,1
10.0,0,14,3,1
34.5,0,11,4,2
207.0,0,15,2,1
39.07,0,0,3,1
172.5,0,18,3,1
143.0,0,19,6,1
96.0,0,23,0,2
40.0,0,9,2,1
78.4,0,19,2,1
57.5,1,15,3,6
176.0,0,19,0,1
134.4,0,14,2,2
154.0,1,16,0,3
154.0,0,18,4,1
176.0,0,14,0,2
156.8,0,14,0,1
95.2,0,18,4,1
99.0,0,9,5,1
46.0,0,20,3,1
550.0,1,11,5,1
33.0,0,19,6,1
172.5,0,21,4,1
78.4,0,10,0,1
352.0,0,23,2,1
23.0,0,14,6,1
78.4,0,11,0,3
46.0,0,14,2,1
241.5,0,12,3,1
187.0,0,18,3,3
31.59,0,0,2,1
69.0,0,17,1,1
80.5,0,21,2,1
121.0,0,23,3,1
20.0,0,13,4,1
89.6,0,14,1,1
143.0,0,17,4,2
120.75,0,13,3,1
57.5,0,14,1,4
121.0,0,9,3,1
112.0,0,22,2,5
126.5,1,9,4,8
176.0,0,16,4,1
103.5,0,15,2,2
88.0,0,14,4,1
224.0,0,12,0,1
59.22,0,17,2,1
89.6,0,12,3,3
319.0,0,12,1,1
20.0,0,10,6,2
46.0,0,14,4,1
21.6,0,10,3,1
220.0,0,18,6,1
88.0,0,19,4,1
112.0,0,0,4,1
46.0,0,17,5,1
275.0,0,17,1,1
56.0,0,20,2,1
134.4,0,20,5,1
134.4,0,22,2,1
99.0,0,17,3,2
23.0,0,16,4,1
67.2,0,11,4,2
134.4,0,11,1,3
66.0,0,19,0,1
99.0,0,9,3,1
69.0,0,23,1,1
78.4,0,15,2,1
55.0,0,16,6,2
46.0,0,16,3,1
156.8,0,15,0,1
630.0,0,10,0,1
20.0,0,18,5,2
104.5,0,16,0,1
713.98,0,19,5,1
99.0,0,19,3,1
379.5,0,10,2,1
134.4,0,14,0,1
179.2,0,23,0,1
50.0,0,14,4,2
308.0,0,14,4,1
33.0,0,16,4,2
104.5,0,16,3,2
10.0,0,11,4,1
73.07,0,18,5,1
154.0,0,20,3,1
132.0,0,19,2,2
70.0,0,21,5,2
46.0,1,17,4,6
105.0,0,20,4,2
55.0,0,18,0,2
78.4,0,13,3,2
46.0,0,0,4,2
154.0,0,21,3,1
99.0,0,14,0,1
138.0,0,13,3,2
30.0,0,10,3,1
77.0,0,19,2,1
23.0,0,23,4,2
15.0,0,16,2,1
67.2,0,2,4,2
10.0,0,8,0,1
23.0,0,17,6,1
143.0,0,10,2,1
19.74,0,21,0,1
34.5,0,15,4,2
70.0,0,7,1,2
67.2,0,20,2,1
110.0,0,19,2,4
44.8,0,19,0,1
70.0,0,22,4,1
123.3,0,23,6,1
77.0,0,11,3,2
132.0,0,23,4,1
26.44,0,15,1,7
156.8,0,12,5,1
121.0,0,17,4,3
330.0,0,21,3,2
15.0,0,12,1,1
46.0,0,16,0,1
100.8,0,8,1,2
20.0,0,13,5,1
121.0,0,14,0,2
49.43,0,21,5,1
67.2,0,18,0,1
132.0,0,3,5,2
268.9,0,23,1,1
46.0,0,17,4,2
92.0,0,19,2,2
116.73,0,13,5,1
154.0,0,19,0,1
31.05,0,19,2,1
70.0,0,12,1,1
99.0,0,15,3,1
134.4,0,14,0,1
420.0,1,3,5,5
121.0,0,16,2,1
112.0,0,16,0,1
110.0,0,19,6,1
46.0,0,10,0,1
46.0,0,19,4,2
280.0,0,19,6,1
134.4,0,23,2,2
112.0,0,19,1,1
46.0,0,20,3,1
138.0,0,20,0,1
184.0,0,20,4,1
304.75,1,12,1,4
23.0,0,14,4,1
345.5,0,17,1,1
104.5,0,14,4,1
100.0,0,21,0,1
110.0,0,14,0,1
112.0,0,19,4,1
138.0,0,20,3,1
57.5,0,17,2,1
46.0,0,16,4,1
201.6,0,19,4,1
132.0,0,23,3,1
190.4,0,20,5,2
123.3,0,21,1,1
46.69,0,17,0,1
176.0,0,10,3,1
280.0,0,20,2,1
134.4,0,17,1,1
166.0,0,21,2,1
132.0,0,7,4,2
138.0,0,20,3,1
5.0,0,14,5,3
29.34,0,22,3,1
10.0,0,17,3,1
418.0,1,17,5,4
33.0,0,17,4,1
115.5,0,10,3,1
112.0,1,20,1,5
144.0,0,13,2,2
45.2,0,23,3,1
103.5,0,12,2,3
16.5,0,15,4,1
78.4,0,22,0,2
184.0,0,22,5,1
104.5,0,10,2,1
86.27,0,21,5,2
667.0,1,23,1,5
46.0,0,15,4,1
140.0,0,23,3,1
154.0,0,14,1,1
77.0,0,18,4,1
198.0,0,13,1,1
154.0,1,15,0,8
182.69,0,13,5,6
34.5,0,0,3,1
143.0,0,18,1,3
99.0,0,20,2,1
55.0,0,18,3,1
112.0,0,19,4,5
154.0,0,22,2,1
198.0,0,10,2,1
78.4,0,17,0,1
250.0,1,16,6,20
50.0,0,11,0,2
77.0,0,17,3,2
190.4,0,8,3,1
46.0,0,13,2,1
201.25,0,19,0,2
242.0,0,9,3,1
55.0,0,20,1,2
16.5,0,19,3,2
240.0,0,18,3,1
187.0,0,19,2,1
179.2,0,13,5,1
132.0,0,21,4,1
82.5,0,13,1,1
138.0,0,20,6,1
154.0,0,19,3,2
99.0,0,19,3,1
15.0,0,22,4,1
15.0,0,23,5,2
35.0,0,12,1,1
352.0,0,18,0,1
10.0,0,12,4,1
132.0,0,19,3,2
100.8,0,1,1,3
207.0,1,20,4,1
201.6,0,16,4,2
154.0,0,17,4,1
34.5,0,18,3,2
134.4,0,19,2,1
10.0,0,2,6,1
172.5,0,23,6,1
100.8,0,11,3,1
5.0,0,16,2,1
138.0,0,20,0,1
88.0,0,12,4,2
143.0,0,11,1,1
448.0,0,11,0,1
203.92,0,18,3,5
154.0,0,21,2,1
132.0,0,20,6,1
179.2,0,21,0,1
143.0,0,21,6,1
143.0,0,16,5,1
77.0,0,14,2,1
53.0,0,19,0,1
104.5,0,13,0,1
34.5,0,16,3,1
143.0,0,16,5,1
352.0,0,23,0,2
84.0,0,23,0,2
78.4,0,11,0,1
462.0,0,9,2,1
78.4,0,14,1,1
110.0,0,15,0,2
166.0,0,20,2,1
308.0,0,22,3,1
92.0,0,10,2,1
24.0,0,8,4,1
20.0,0,9,2,1
132.0,0,14,3,1
20.0,0,15,3,1
207.0,1,23,1,7
304.75,0,18,1,1
78.4,0,14,4,2
23.0,0,20,2,1
23.0,0,23,3,1
132.0,0,16,4,2
70.0,0,14,5,2
154.0,0,21,2,1
160.0,0,15,5,1
105.0,0,12,4,1
448.0,0,22,5,4
23.0,0,23,3,2
78.4,0,18,0,2
134.4,0,12,1,1
78.4,0,15,0,2
115.5,0,10,3,1
77.0,0,20,6,1
23.0,0,13,0,4
94.03,0,10,5,4
38.5,0,21,3,1
55.0,0,19,4,1
92.0,0,13,4,1
88.0,0,21,2,1
10.0,0,23,5,2
92.0,0,23,6,1
110.0,0,17,3,1
89.6,0,15,1,4
224.0,0,7,1,1
190.4,0,18,3,2
10.0,0,16,5,2
92.0,0,14,6,1
70.0,0,21,2,1
145.6,0,12,1,2
100.8,0,11,5,2
110.0,0,0,5,1
20.0,0,17,3,1
504.0,0,19,0,1
79.5,0,10,2,3
35.2,0,9,2,1
121.0,0,15,3,1
112.0,0,11,0,1
34.5,0,8,3,1
49.5,0,0,4,1
112.0,0,20,1,1
460.0,1,12,0,3
154.0,0,20,0,2
92.0,0,12,4,1
154.0,0,16,3,1
27.0,0,12,5,1
660.0,0,10,0,1
55.0,0,19,1,1
57.46,0,19,5,1
123.3,0,0,3,1
104.5,0,14,0,1
95.2,1,16,5,4
126.5,0,22,4,1
230.0,0,17,5,2
72.0,0,23,5,3
88.0,0,19,1,1
276.0,0,20,3,1
88.0,0,14,4,1
231.0,0,23,3,1
110.0,0,14,4,1
143.0,0,0,0,1
110.0,0,15,1,1
110.0,0,11,0,2
132.0,0,11,1,1
235.2,0,17,5,1
78.4,0,20,1,1
78.4,0,0,1,1
212.13,1,19,0,7
57.5,0,14,1,4
103.5,0,16,2,1
15.0,0,10,4,1
70.0,0,19,5,1
145.6,0,20,2,1
99.0,0,23,2,1
120.0,0,15,4,2
77.0,0,13,4,1
69.0,0,19,4,1
165.0,0,19,2,1
134.4,1,16,0,15
112.0,0,20,6,1
92.0,0,9,3,1
46.0,0,23,1,1
46.0,0,11,3,1
34.5,0,18,5,1
297.0,0,12,4,1
297.0,0,2,5,1
20.0,0,18,1,1
46.0,1,15,4,4
112.0,0,20,2,3
45.2,0,19,3,3
115.0,0,17,0,2
69.0,0,18,5,1
143.0,0,0,5,2
257.6,0,11,2,2
44.8,0,1,2,2
15.0,0,8,3,1
154.0,0,12,4,1
16.5,0,12,3,1
44.8,0,22,0,1
104.5,0,21,2,1
179.2,0,16,5,1
46.0,0,17,5,5
23.0,0,20,1,1
56.0,0,11,5,1
201.25,0,15,1,2
33.0,0,20,3,1
57.5,0,12,1,1
34.5,0,22,4,1
30.0,0,23,2,2
57.5,0,19,3,1
280.0,0,11,5,2
99.0,0,18,4,1
172.5,0,19,2,2
46.0,0,19,4,2
264.0,0,20,3,1
132.0,0,12,4,1
38.5,0,18,0,1
88.0,0,20,4,1
77.0,0,17,2,1
67.2,0,17,0,1
179.2,0,18,0,1
88.0,0,17,3,1
100.0,0,12,5,1
20.0,0,14,4,2
224.0,0,15,0,1
34.5,0,16,6,1
78.4,0,19,3,1
92.0,0,10,1,1
90.4,0,11,3,2
67.2,0,15,2,2
143.0,0,19,0,1
77.0,0,18,4,2
201.25,1,12,1,4
154.0,0,0,3,3
70.0,0,19,4,1
132.0,0,21,3,3
132.0,0,11,2,1
231.0,0,10,3,1
235.2,0,21,3,1
46.0,0,23,3,1
78.4,0,14,2,1
103.5,0,15,5,2
23.0,0,17,3,1
28.0,0,22,3,1
46.0,0,13,2,1
123.3,0,9,3,2
20.0,0,22,5,1
123.3,0,22,0,1
156.8,0,16,0,1
15.0,0,8,4,1
89.6,0,14,3,1
315.0,0,22,3,1
480.0,0,15,3,1
55.0,0,12,1,1
15.0,0,10,5,1
10.0,0,16,0,1
138.0,0,14,4,1
10.0,0,16,3,1
44.0,0,12,2,1
123.3,0,8,1,1
179.2,0,22,4,1
28.75,0,18,0,1
252.0,0,15,4,1
31.05,0,22,3,1
24.71,0,13,4,1
112.0,1,21,1,5
110.0,0,13,5,3
156.8,0,19,3,2
176.0,0,21,3,1
201.6,0,2,5,1
154.0,0,22,0,1
46.69,0,12,0,1
336.0,0,15,4,1
132.0,0,2,5,1
34.5,0,9,2,1
410.0,0,13,4,2
10.0,0,22,0,1
100.8,0,18,5,2
30.0,0,0,1,1
291.2,0,17,4,1
30.45,0,10,4,2
57.5,1,0,3,3
33.0,0,18,5,2
10.0,0,8,6,1
69.0,0,19,2,1
57.5,0,13,2,5
20.0,0,18,5,1
66.0,0,20,5,2
99.0,0,9,3,2
34.5,0,18,3,1
31.59,0,10,4,1
156.8,0,23,2,1
20.0,0,20,1,1
440.0,0,20,0,1
78.4,0,18,2,1
55.0,0,15,5,2
154.0,0,21,2,1
82.5,0,17,4,1
165.0,0,23,4,1
78.4,0,18,3,2
160.0,0,10,0,1
134.4,0,10,3,2
10.0,0,19,5,1
672.0,0,21,3,1
77.0,0,10,3,3
36.66,0,15,3,1
313.6,0,23,2,1
77.0,0,19,4,2
253.0,1,17,2,2
88.0,0,15,4,1
172.75,0,20,1,1
115.0,0,16,5,2
20.0,0,20,3,1
168.0,0,12,0,1
23.35,0,13,0,1
297.0,0,17,3,1
46.0,0,21,3,1
23.0,0,10,0,1
88.0,0,16,1,1
103.5,0,10,2,1
220.0,0,13,1,1
154.0,0,17,4,2
104.5,1,10,0,3
92.0,0,13,2,1
44.0,0,16,4,1
345.0,0,9,4,3
121.0,0,20,3,1
190.4,0,14,0,1
27.63,0,13,0,1
34.5,0,16,4,1
49.5,0,21,5,1
112.0,0,11,0,2
352.0,0,15,2,1
89.6,0,11,0,1
67.2,0,9,3,2
49.5,0,20,3,3
156.8,0,17,1,1
44.0,0,16,4,2
201.6,0,17,4,1
286.0,0,9,3,1
132.0,0,22,3,2
67.2,0,19,4,1
179.2,0,19,5,1
84.0,0,23,3,1
77.0,1,19,0,8
55.0,0,9,0,1
143.0,0,15,4,1
44.8,0,8,1,4
132.0,0,9,2,1
20.0,0,13,6,1
143.0,0,19,5,1
146.66,0,13,2,1
24.03,0,17,4,1
308.0,0,18,4,1
38.5,0,16,0,2
110.0,0,22,3,1
110.0,0,18,4,1
69.0,0,13,4,1
24.0,0,17,1,1
172.75,0,11,3,3
57.5,0,15,4,1
161.0,0,23,0,1
104.5,0,18,4,1
230.0,0,9,4,2
100.0,0,18,1,1
99.0,0,14,5,2
352.0,0,13,1,1
110.0,0,18,2,3
275.0,0,17,5,1
126.5,1,9,4,3
176.0,0,10,3,1
154.0,0,15,3,2
440.0,1,22,2,8
1.0,0,22,2,3
80.5,0,15,5,3
121.0,0,20,3,1
154.0,0,14,1,1
156.8,0,22,1,2
78.4,0,15,4,1
145.6,0,14,3,2
120.0,0,14,3,2
44.8,0,3,4,2
20.0,0,19,4,1
10.0,0,19,5,2
88.0,0,17,4,1
134.4,0,19,5,3
112.0,0,12,0,1
172.5,1,17,3,12
176.0,0,22,1,1
16.5,0,13,2,1
10.0,0,23,5,2
143.0,0,18,4,2
138.0,0,16,2,1
132.0,0,21,2,1
154.0,0,17,1,1
264.0,0,15,1,1
190.4,1,23,6,10
132.0,0,15,4,2
115.5,0,11,3,2
80.5,0,20,1,2
184.0,0,9,2,1
280.0,0,17,1,2
15.0,0,15,5,2
34.5,0,20,1,1
440.0,0,18,5,1
10.0,0,9,2,1
143.0,0,16,0,1
99.0,0,14,4,1
425.6,0,22,1,1
15.0,0,11,6,1
246.4,0,22,3,2
15.0,0,21,2,1
53.0,0,11,0,1
99.0,0,21,3,1
201.25,0,20,0,1
46.69,0,16,0,1
46.0,0,14,4,2
57.5,1,15,2,4
110.0,0,18,4,1
77.0,0,22,2,1
15.0,0,11,3,1
44.0,0,21,3,1
121.0,0,20,3,1
115.0,0,21,1,1
154.0,0,10,3,2
66.0,0,19,5,1
92.0,0,15,0,1
35.0,0,23,2,1
69.0,0,17,3,1
165.0,1,15,5,4
30.0,0,14,1,1
59.99,0,20,3,1
104.5,0,20,0,1
138.0,0,13,2,1
55.0,0,21,6,1
39.07,1,16,1,8
264.0,0,16,0,2
103.5,0,11,3,1
184.0,0,12,4,1
23.0,0,18,3,1
99.0,0,11,4,3
99.0,0,16,5,2
880.0,0,17,0,1
264.0,0,17,2,1
55.0,0,18,0,1
134.4,0,21,4,1
34.5,0,17,4,1
268.8,0,18,2,1
88.0,0,11,4,1
104.5,0,22,3,1
57.5,0,16,0,1
154.0,0,21,1,1
104.5,0,9,0,1
161.0,0,14,3,1
78.4,0,19,2,1
268.8,0,15,1,2
132.25,0,19,0,2
99.0,0,22,4,1
23.0,0,19,6,1
46.0,1,17,3,4
46.0,0,19,5,1
69.0,0,21,6,1
46.0,0,16,4,1
145.6,0,22,4,2
23.0,0,13,3,1
121.0,0,9,3,2
100.0,0,20,4,1
360.0,0,10,5,1
34.5,0,17,4,1
70.0,0,13,2,1
134.4,0,21,0,1
210.0,0,2,5,2
77.0,0,13,4,1
115.0,0,18,4,1
33.0,0,20,5,1
286.0,1,0,5,2
336.0,0,20,4,1
67.2,0,17,4,1
69.0,0,14,5,1
25.0,0,15,4,1
89.6,0,22,3,1
62.1,0,15,4,1
34.5,0,20,5,1
49.5,0,13,3,1
100.8,0,14,2,1
88.0,0,18,3,1
23.35,0,11,4,1
78.4,0,13,0,1
220.0,0,14,3,1
143.0,0,0,2,1
78.4,0,1,2,3
15.0,0,23,4,2
77.0,1,19,0,8
100.8,0,23,0,1
110.0,0,13,2,3
20.0,0,20,5,2
220.0,0,14,6,1
38.5,0,18,0,3
150.0,0,23,6,1
46.0,0,16,4,1
154.0,0,13,0,1
46.0,0,19,3,1
44.0,0,13,3,1
34.5,0,15,4,1
201.25,0,1,1,1
184.0,0,18,6,1
110.0,0,22,2,1
264.0,0,13,3,1
94.03,0,14,3,1
44.8,0,17,0,1
