Amount,CBK,hour,day_of_week,card_txn_count
33.0,0,17,1,1
165.0,0,16,0,1
172.5,0,13,2,1
165.0,0,14,2,1
112.0,0,0,0,1
403.2,0,16,0,1
73.07,0,0,5,1
55.0,1,21,4,1
638.4,0,19,0,1
110.0,0,14,4,1
34.33,0,15,1,1
156.8,0,1,1,1
60.0,0,18,4,1
187.0,0,16,1,1
20.0,0,20,5,1
184.0,0,21,2,2
69.0,0,10,3,3
121.0,0,19,4,1
440.0,0,22,1,1
517.5,0,10,4,1
77.0,0,3,2,2
396.0,0,9,2,1
172.5,0,21,4,1
448.0,0,11,0,2
104.5,0,14,0,1
201.25,0,18,0,3
46.69,0,16,1,2
368.0,0,22,6,1
275.0,0,23,4,1
115.0,0,18,5,1
143.0,0,11,1,1
176.0,0,16,4,2
53.0,0,2,2,1
77.0,1,20,3,2
96.42,0,14,5,4
78.4,0,15,5,1
201.6,0,12,5,1
154.0,0,15,4,1
170.0,0,19,5,2
92.0,0,15,3,1
80.5,0,19,4,1
123.2,0,21,5,2
99.0,0,22,4,1
184.0,0,19,5,2
103.5,0,15,2,1
46.0,0,17,4,1
78.4,1,17,0,1
23.0,0,18,4,5
56.0,0,11,3,2
99.0,0,17,3,1
88.0,0,16,3,2
80.0,0,10,0,1
69.0,0,21,0,2
207.0,0,14,3,1
172.5,0,22,2,1
88.0,0,20,4,1
176.0,0,14,1,2
115.0,0,12,0,1
242.0,0,21,2,1
78.4,0,11,1,1
88.0,0,17,2,1
99.0,0,21,4,1
57.5,0,15,1,1
198.0,0,1,3,1
70.0,0,18,4,2
121.0,0,18,3,2
77.0,0,12,2,1
16.5,0,20,3,1
23.0,0,18,2,1
123.2,1,16,5,9
78.4,0,15,5,1
46.0,0,4,5,2
55.0,0,9,1,1
165.0,0,17,4,1
154.0,0,15,2,2
103.5,0,17,2,1
264.0,0,17,3,1
517.5,1,16,5,2
830.0,0,16,0,1
145.6,0,20,3,2
23.0,0,20,1,1
105.0,0,23,4,3
49.5,0,14,5,1
179.2,0,12,6,1
220.0,0,20,2,1
275.0,0,19,5,1
103.5,0,18,2,1
275.0,0,3,4,2
88.0,0,15,1,1
56.0,0,17,3,2
35.01,0,1,3,1
103.5,0,16,2,1
46.0,0,12,4,1
70.0,0,17,5,1
83.73,0,18,2,1
69.0,0,23,2,1
44.8,0,9,1,1
88.0,0,21,3,1
27.0,1,17,2,1
38.5,0,17,1,1
15.0,0,13,3,1
73.34,0,21,6,1
78.4,0,23,2,1
88.0,0,21,3,2
20.0,0,11,6,1
88.0,0,17,0,1
46.0,0,0,4,1
112.0,0,19,5,1
104.5,0,17,0,1
104.13,0,13,0,1
220.0,0,22,1,1
120.0,0,2,1,1
67.2,0,18,5,2
66.0,0,15,5,2
69.0,0,15,2,1
156.8,0,9,1,1
308.0,0,19,1,2
33.0,0,18,4,1
268.8,0,11,3,1
115.0,0,4,0,1
103.5,0,21,0,1
198.0,0,21,3,1
57.5,1,15,2,4
66.0,0,23,5,1
179.2,0,21,6,1
104.5,0,17,6,1
207.0,0,0,2,2
165.0,1,18,4,1
176.0,0,14,4,1
110.0,1,16,0,12
88.0,0,8,3,2
46.0,0,16,0,1
1012.0,1,23,2,1
88.0,0,19,2,1
115.0,0,17,4,1
154.0,0,16,0,1
67.2,0,23,0,2
220.0,0,9,4,1
100.8,0,21,5,2
88.0,0,23,4,1
253.0,0,22,0,1
99.0,0,10,5,2
165.0,0,10,0,1
2120.0,0,16,3,1
168.0,0,16,0,1
154.0,0,16,1,3
115.0,0,13,0,2
82.4,0,19,2,2
34.5,0,17,4,2
27.0,0,10,5,1
143.0,0,12,2,1
20.0,0,20,5,2
224.0,0,13,1,1
132.0,0,23,3,2
104.5,0,21,5,3
140.0,0,14,4,1
105.0,0,14,5,1
23.0,0,16,0,1
145.6,0,11,2,1
154.0,0,23,3,1
49.5,0,18,4,1
15.0,0,17,2,1
92.0,0,13,4,1
360.0,0,17,5,1
15.0,0,11,3,1
20.59,0,10,3,1
123.2,0,17,5,3
78.4,0,12,0,3
40.0,0,9,5,1
77.0,0,21,0,1
156.8,0,11,2,1
66.0,0,18,1,1
88.0,0,15,4,1
5.0,0,22,4,1
154.0,0,16,4,1
34.5,0,18,3,2
89.6,0,18,1,1
121.0,0,0,2,1
99.0,0,10,4,1
55.0,0,11,4,1
134.4,0,14,1,1
31.05,0,1,1,1
34.5,0,12,2,1
34.5,0,15,4,2
154.0,0,21,3,1
99.0,0,18,4,2
112.0,0,14,0,1
209.0,0,17,6,2
27.5,0,18,2,1
99.0,0,15,1,1
103.5,0,14,1,1
100.8,0,19,4,1
154.0,0,21,3,1
92.0,0,20,1,1
55.0,0,13,3,1
112.0,1,11,3,3
154.0,0,22,1,1
156.8,0,12,0,1
99.0,0,20,3,1
165.0,0,12,4,1
20.0,0,20,4,1
69.0,0,17,2,1
132.0,0,23,4,1
115.0,0,14,3,1
70.4,0,10,2,1
121.0,0,15,4,1
55.27,0,19,2,2
110.0,1,12,5,4
121.0,0,0,4,3
148.5,0,23,6,1
35.53,0,16,1,1
23.0,0,17,3,1
10.0,0,16,5,2
209.0,0,17,4,1
78.4,0,14,1,2
33.0,0,8,3,1
67.2,0,21,4,2
16.5,0,20,4,1
308.0,0,19,1,1
50.75,0,20,4,1
46.0,0,19,4,1
93.15,0,22,0,1
47.37,0,18,0,2
143.0,0,12,4,1
92.0,0,0,4,1
80.5,0,13,3,2
34.5,1,15,1,6
210.0,0,11,4,1
143.0,0,16,6,1
77.0,0,14,4,2
57.5,0,18,3,2
10.0,0,14,5,1
67.2,0,8,0,2
143.0,0,11,1,1
34.5,0,19,5,6
20.0,0,20,2,1
166.0,0,11,3,2
78.15,0,15,1,1
168.0,0,18,1,2
360.0,0,19,5,2
34.5,0,0,4,1
100.8,0,19,3,2
138.0,0,22,1,1
20.0,0,11,5,1
241.5,0,9,0,1
89.6,0,14,0,5
46.0,0,10,4,1
100.8,0,10,3,2
143.0,0,13,5,1
89.6,0,11,3,1
13.99,0,19,1,8
112.0,0,19,5,1
143.0,0,11,1,1
154.0,0,20,1,2
201.6,0,13,3,1
462.0,0,10,3,1
172.5,1,19,3,5
110.0,0,19,1,1
82.4,0,14,5,1
100.8,0,18,5,3
55.0,1,17,1,1
268.8,0,12,3,1
154.0,0,19,1,1
35.0,0,18,5,1
60.0,0,9,1,1
66.0,0,16,0,2
78.15,1,15,1,1
190.4,0,18,0,1
62.1,0,15,6,1
34.5,0,18,4,1
168.0,0,19,0,1
154.0,0,18,1,2
224.0,0,18,5,1
172.5,0,22,4,1
176.0,0,14,3,1
75.9,0,17,2,1
176.0,0,10,3,1
180.0,0,23,3,1
111.65,0,21,1,1
84.0,0,16,6,1
78.4,0,13,0,1
93.37,0,8,4,1
60.0,0,11,2,1
148.5,0,21,6,2
46.0,0,17,1,1
138.0,0,19,0,1
10.0,0,15,4,2
55.0,0,20,2,1
103.5,0,15,3,2
134.4,0,19,5,1
34.5,0,22,3,1
46.0,0,13,0,1
112.0,0,16,0,1
20.0,0,12,1,1
418.0,1,19,0,8
418.0,1,19,1,2
154.0,0,22,2,1
15.0,0,12,1,3
99.0,0,20,1,1
99.0,0,18,3,3
145.6,0,15,2,1
561.0,0,22,4,1
89.6,0,22,3,1
143.0,0,19,6,1
14.0,0,13,3,1
121.0,0,9,2,1
187.0,0,18,0,1
53.0,0,16,4,1
46.0,1,14,4,3
73.34,0,17,3,1
20.0,0,12,6,1
440.0,0,16,5,1
70.0,0,18,3,2
77.0,0,14,1,1
48.0,0,20,0,1
104.5,0,21,5,1
30.0,0,21,0,1
99.0,0,19,3,2
55.0,0,13,1,1
92.0,0,22,1,1
132.0,0,20,6,1
560.0,0,22,2,1
33.0,0,22,3,1
308.0,0,7,3,1
69.0,0,8,3,1
302.4,0,14,1,1
104.5,0,15,0,1
103.5,0,14,2,1
15.0,0,9,4,1
104.5,0,12,3,1
116.73,0,11,2,1
115.5,0,10,3,1
287.5,0,13,2,3
112.0,0,19,6,1
92.0,0,18,2,1
95.2,1,17,5,5
39.48,0,8,3,1
34.5,0,20,6,1
80.5,0,19,6,1
49.5,0,17,1,2
46.0,0,19,5,1
135.6,0,12,4,1
44.8,0,21,0,2
224.0,0,12,0,1
69.0,0,13,4,1
92.0,0,22,0,1
89.6,0,23,2,1
154.0,0,18,4,1
66.0,0,19,0,1
49.5,0,7,3,1
132.25,0,14,1,1
104.5,0,19,0,1
31.59,0,20,6,1
336.0,0,0,5,2
154.0,0,23,2,1
33.0,0,20,5,1
78.4,0,12,3,1
264.0,0,20,4,1
138.0,0,8,1,1
176.0,0,10,3,1
69.0,0,20,3,1
110.0,0,14,3,1
77.0,0,21,1,1
132.0,0,21,3,1
46.0,0,19,3,1
154.0,0,12,4,1
35.0,0,18,4,1
34.5,0,18,5,1
630.0,0,10,0,1
46.0,0,18,4,1
286.0,0,14,3,1
10.0,0,18,5,1
23.0,0,17,3,1
330.0,0,22,1,1
168.0,0,9,2,1
91.35,0,13,5,6
143.0,0,14,6,1
100.8,0,17,5,1
231.0,0,23,4,1
78.4,0,15,0,1
55.0,0,3,2,3
1980.0,0,18,4,1
86.27,0,18,6,2
168.0,0,16,5,1
88.0,0,21,2,1
143.0,0,16,4,1
23.0,0,21,3,2
80.5,0,17,6,1
121.0,0,22,0,1
27.63,0,17,0,2
224.0,0,10,0,2
33.0,0,20,5,1
172.5,0,14,1,2
99.0,0,16,1,1
34.5,0,17,4,1
140.0,0,19,5,2
103.5,0,11,2,1
84.0,0,14,3,1
112.0,0,14,0,1
120.0,0,22,0,1
78.4,0,12,0,1
86.0,0,16,5,1
39.0,0,8,3,4
313.6,0,20,0,1
143.0,0,13,5,1
134.4,0,17,0,1
88.0,0,17,4,1
112.0,0,10,5,1
92.0,0,13,4,1
132.0,0,16,4,1
77.0,0,21,1,1
60.0,0,20,6,1
69.0,0,13,1,1
34.5,0,18,5,1
70.0,0,11,2,2
154.0,0,14,4,2
268.8,0,22,0,1
89.6,0,13,5,1
77.0,0,16,4,1
132.0,0,21,6,1
46.69,0,13,0,1
15.0,0,1,2,1
20.0,0,9,2,1
209.0,0,15,2,1
308.0,0,17,4,2
132.25,0,19,0,2
20.0,0,8,0,1
99.0,0,0,2,2
89.6,0,18,1,2
55.0,0,16,3,1
10.0,0,21,1,1
25.0,0,11,6,2
25.0,0,10,5,1
115.0,0,12,4,1
187.0,0,8,2,1
143.0,0,19,0,1
23.0,0,20,3,1
5.0,0,0,4,1
99.0,0,17,3,2
209.0,0,18,4,3
242.0,0,16,3,1
201.6,0,12,5,2
154.0,0,10,4,2
89.6,0,16,5,1
100.8,0,13,5,2
70.0,0,19,0,1
15.8,0,12,1,1
53.0,0,23,5,2
86.27,0,21,5,2
495.0,0,18,3,1
57.5,0,20,0,1
224.0,0,17,3,1
280.0,0,8,1,1
176.0,0,13,4,1
77.0,0,16,4,2
25.0,0,10,0,2
20.0,0,22,2,1
230.0,0,17,6,1
46.0,0,21,3,2
46.0,0,15,3,1
88.0,0,20,2,4
154.0,0,14,1,2
15.0,0,14,5,3
460.0,0,13,6,1
92.0,0,12,1,1
138.0,0,12,4,1
80.5,0,17,0,1
57.5,0,14,1,4
34.5,0,17,4,1
132.0,0,11,3,1
154.0,0,19,3,2
154.0,0,0,3,1
67.2,0,21,6,1
89.6,0,12,3,3
66.0,0,18,5,2
99.0,0,14,5,2
190.4,0,17,5,2
89.6,0,18,6,1
104.5,0,8,4,1
154.0,0,13,0,1
70.0,0,15,1,1
30.45,0,23,1,2
55.0,0,22,1,1
184.0,0,10,2,1
99.0,0,18,2,1
143.0,0,12,6,1
57.5,0,19,5,1
15.0,0,19,5,2
630.0,0,15,0,1
99.0,1,22,2,1
39.07,0,22,6,1
46.0,1,12,4,4
360.0,1,17,5,5
99.0,0,5,1,1
20.0,0,21,0,1
30.0,0,10,5,1
111.65,0,10,2,1
40.0,0,18,1,1
39.48,0,0,3,1
57.5,0,15,0,3
34.5,0,20,3,1
99.0,0,8,4,1
15.0,0,14,3,1
34.5,0,18,5,1
297.0,0,17,3,1
156.8,0,11,1,1
143.0,0,16,0,1
143.0,0,17,6,1
121.0,0,18,4,1
69.0,0,10,4,1
132.0,0,23,4,2
56.0,0,9,0,2
46.0,0,15,4,1
143.0,0,8,0,3
40.0,0,21,5,1
40.5,0,12,4,1
112.0,0,15,4,1
104.5,0,1,3,1
36.66,0,21,4,4
112.0,0,22,2,5
70.03,0,15,5,1
55.0,0,17,4,2
73.34,0,14,3,1
92.0,0,17,0,1
112.0,1,18,2,5
23.0,0,1,3,1
172.5,1,19,3,2
176.0,0,19,3,1
31.59,0,15,4,1
132.25,0,19,0,1
104.5,0,10,0,3
20.0,0,1,5,1
143.0,0,15,4,1
154.0,0,9,2,1
112.0,0,17,0,1
16.5,0,13,5,1
352.0,0,12,3,1
34.5,0,22,1,1
198.0,0,15,5,1
38.5,0,15,1,1
172.5,1,19,3,5
99.0,0,14,5,2
138.0,0,14,4,1
99.0,0,10,4,1
143.0,0,16,6,1
143.0,0,12,5,1
17.51,0,15,3,3
308.0,0,14,1,1
68.66,0,20,5,2
360.0,0,21,6,1
104.5,0,20,6,3
121.0,0,20,3,1
235.2,0,13,5,1
16.5,0,16,3,1
161.0,0,21,0,3
112.0,0,19,6,1
418.0,1,20,1,8
154.0,0,22,0,2
154.0,0,11,4,1
250.0,1,16,6,20
15.0,0,12,1,1
33.0,0,11,4,1
28.0,0,12,3,1
154.0,0,18,4,1
23.0,0,19,3,2
23.0,0,21,3,1
5.0,0,10,1,2
25.0,0,21,1,1
34.5,0,12,5,1
55.0,0,21,2,1
154.0,0,10,4,2
154.0,0,15,1,1
134.4,0,19,1,1
540.0,0,12,2,1
29.34,0,12,2,1
89.6,0,22,4,1
112.0,0,11,0,1
690.0,1,16,5,2
110.0,0,17,6,1
80.5,0,12,3,1
264.0,0,11,3,2
154.0,0,19,1,1
20.0,0,10,1,1
154.0,0,21,0,3
143.0,0,13,6,1
23.0,0,14,5,2
57.5,1,19,3,4
23.0,0,11,4,2
46.0,1,12,4,4
154.0,0,12,4,1
57.5,0,19,4,1
33.0,0,11,5,1
112.0,0,13,0,2
100.8,0,12,4,2
34.5,0,12,3,2
46.0,0,21,1,1
341.0,0,11,3,1
92.0,0,15,4,1
165.0,1,17,4,5
67.2,0,19,4,2
134.4,0,10,0,1
156.8,0,22,1,1
345.0,0,19,4,1
182.69,0,12,1,1
207.0,0,15,2,1
304.75,1,16,1,2
198.0,0,1,5,2
145.6,0,21,4,1
172.5,1,19,3,5
360.0,0,8,3,1
117.6,1,17,5,3
148.5,0,19,6,2
172.75,0,14,2,1
34.5,0,15,3,3
78.4,0,21,0,1
138.0,0,11,1,1
55.0,0,18,1,1
46.0,1,12,4,4
60.0,1,22,4,1
207.0,0,16,2,4
78.4,0,12,0,1
242.0,0,18,3,1
20.0,0,11,6,1
220.0,0,19,2,1
46.0,0,20,3,1
103.5,0,14,2,1
112.0,0,8,0,2
118.44,0,13,3,1
138.0,0,17,2,3
104.5,0,11,0,1
154.0,0,12,0,2
198.0,0,11,4,1
165.0,0,22,4,1
92.0,0,21,2,6
23.0,0,14,1,1
16.5,0,12,5,2
200.0,0,22,1,1
69.0,0,19,5,1
156.8,0,12,0,1
154.0,0,21,3,2
88.0,0,14,5,2
60.89,0,8,5,1
5.0,0,10,6,1
154.0,0,23,3,1
27.5,0,21,0,1
100.8,0,18,5,3
259.2,0,16,6,1
154.0,0,14,0,1
59.22,0,12,4,1
15.0,0,10,4,1
186.3,0,13,0,1
201.6,0,12,5,1
88.0,0,20,4,1
55.0,0,14,4,2
207.0,0,19,0,1
143.0,0,15,5,1
88.0,0,9,3,1
77.0,0,22,0,1
145.6,0,11,1,1
89.6,0,18,1,1
69.0,0,18,2,1
172.5,0,23,2,1
104.5,0,22,3,1
121.0,0,15,4,2
143.0,0,17,0,1
67.2,0,22,6,1
195.5,0,16,1,3
224.0,0,9,0,2
55.0,0,23,0,1
103.5,0,11,2,2
154.0,0,23,1,1
34.5,0,13,4,1
92.0,0,21,6,1
77.0,0,17,3,3
17.51,0,16,4,1
69.0,0,23,3,1
103.5,0,10,2,2
34.5,0,14,5,6
70.0,0,13,5,1
168.0,0,16,0,1
67.2,0,14,3,1
112.0,0,16,4,1
16.5,0,19,6,3
46.0,1,12,4,10
69.0,0,15,5,1
78.4,0,16,4,3
201.25,1,12,1,4
154.0,0,15,0,1
56.0,0,15,6,1
123.3,0,15,0,2
630.0,0,10,0,1
83.0,0,11,1,1
132.25,0,19,0,1
60.07,0,11,5,1
30.0,0,12,5,1
172.5,0,2,4,1
630.0,0,14,0,2
154.0,0,21,0,1
112.0,0,22,2,1
135.94,0,10,2,1
132.25,0,15,1,1
115.5,0,10,3,1
156.8,0,11,0,1
90.4,0,8,3,1
46.69,0,16,1,1
154.0,0,9,4,1
110.0,0,13,1,1
99.0,0,15,4,2
84.0,0,20,1,1
440.0,0,10,5,1
121.0,0,20,3,1
201.25,0,19,0,2
20.0,0,20,4,1
78.4,0,11,0,1
297.0,0,13,3,1
156.8,0,11,0,1
308.0,0,12,3,1
78.4,0,15,3,2
15.0,0,13,0,1
33.0,0,13,3,1
145.6,0,14,3,1
418.0,1,14,5,4
1660.0,0,10,0,1
99.0,0,16,3,1
165.0,0,15,4,1
45.2,0,19,4,1
172.5,0,22,3,2
121.0,0,0,4,1
26.0,0,16,3,1
830.0,0,16,0,1
230.0,0,18,1,1
89.6,0,19,0,1
10.0,0,8,6,1
55.0,0,10,5,1
235.2,0,12,3,2
165.0,1,21,2,5
308.0,0,16,1,1
70.0,0,20,4,1
20.0,0,0,5,1
88.0,0,21,2,1
121.0,0,21,1,1
148.5,0,22,6,1
161.0,0,14,2,3
23.0,0,22,3,1
112.0,1,21,1,5
91.66,0,10,3,1
46.0,0,10,4,1
115.0,1,17,0,1
121.0,0,7,3,1
880.0,0,18,0,1
23.0,0,13,2,1
690.0,1,21,4,1
46.0,1,13,3,4
170.0,0,10,4,1
95.2,1,17,5,5
352.0,0,10,2,2
44.8,0,11,1,1
23.0,0,12,1,1
70.0,0,18,4,1
16.5,0,18,5,1
46.0,0,17,5,5
176.0,0,22,4,1
55.0,1,11,3,2
145.6,1,18,4,2
230.0,0,13,1,1
286.0,0,19,4,1
46.0,0,13,2,1
33.0,0,18,5,1
99.0,0,12,3,1
33.0,0,12,2,1
10.0,0,18,0,1
99.0,0,23,4,1
138.0,0,13,2,1
830.0,0,11,0,1
78.4,0,17,1,1
132.0,0,18,2,1
103.5,0,14,5,2
86.0,0,17,3,1
112.0,0,16,6,1
104.5,0,14,0,1
123.3,0,13,3,1
172.5,0,23,2,2
92.0,0,15,0,1
46.0,0,19,5,2
16.5,0,11,5,2
156.3,1,20,0,3
110.0,0,4,5,1
154.0,0,20,4,1
154.0,0,10,1,1
198.0,0,12,2,1
34.5,0,18,1,1
241.5,0,15,0,1
165.0,0,23,2,1
88.0,0,17,2,1
55.0,0,12,5,1
44.8,0,13,0,1
77.0,0,11,2,1
67.2,0,7,2,1
23.0,0,17,3,1
345.0,0,18,4,1
172.5,0,22,3,1
110.0,0,21,3,1
104.5,0,10,4,1
70.0,0,7,5,1
123.3,0,12,2,1
30.45,0,0,0,1
99.0,0,14,3,3
70.0,0,19,2,1
75.6,0,12,5,1
34.5,0,15,4,2
440.0,0,16,5,2
46.0,0,12,4,2
230.0,0,13,3,1
154.0,0,10,4,1
172.5,1,14,4,3
20.0,0,10,3,1
40.0,0,11,5,1
330.0,0,15,3,1
630.0,0,10,0,1
77.0,0,18,3,4
88.0,0,18,2,1
92.0,0,19,3,1
154.0,0,0,2,1
154.0,1,15,1,4
88.0,0,13,4,1
110.0,0,21,3,2
89.6,0,15,3,1
132.25,0,8,1,1
194.34,1,21,1,6
172.5,0,19,4,2
17.24,1,13,1,8
165.0,0,22,3,1
448.0,0,23,1,1
154.0,0,9,2,3
138.0,0,14,2,1
34.5,0,17,5,1
57.5,1,0,3,3
148.5,0,9,0,2
55.0,0,13,6,2
57.5,0,22,4,1
110.0,0,15,0,2
89.6,0,20,1,1
69.0,0,16,5,1
92.0,0,23,5,1
69.0,0,0,3,1
280.0,0,17,5,1
154.0,0,23,3,2
78.4,0,10,2,2
70.0,0,21,1,1
198.0,0,11,3,1
64.19,0,9,6,2
35.2,0,17,3,1
154.0,0,17,4,1
572.0,0,23,2,2
60.0,0,11,2,1
73.34,0,12,1,1
132.25,0,9,1,1
92.0,0,14,3,1
100.8,0,1,1,3
115.0,1,21,2,1
121.0,0,22,2,3
275.0,0,17,0,2
224.0,0,21,3,1
330.0,0,19,4,2
172.5,0,16,4,1
121.0,0,14,5,1
20.0,0,12,6,2
132.25,0,18,0,2
333.5,0,18,0,1
154.0,0,20,3,1
148.5,0,12,3,1
78.4,0,19,2,1
190.4,1,16,4,20
77.0,0,15,4,1
30.0,0,13,1,1
504.0,0,1,5,1
62.1,0,20,1,1
304.75,0,19,0,2
110.0,0,18,4,1
418.0,1,19,0,8
112.0,0,18,4,2
55.82,0,13,3,1
50.75,0,20,4,1
53.0,0,17,5,2
39.48,0,18,3,1
172.5,0,21,4,1
172.5,0,12,4,1
308.0,0,21,3,1
143.0,0,23,1,1
60.0,0,23,2,1
72.8,0,20,0,1
23.0,0,18,1,1
110.0,0,14,4,1
153.0,0,11,1,1
92.0,0,13,0,1
134.4,0,19,3,1
55.0,0,10,2,1
54.0,0,16,4,1
77.0,0,23,2,1
132.0,0,9,2,2
37.77,0,16,0,1
100.8,0,15,2,1
46.0,0,19,2,1
103.5,0,11,2,1
190.4,1,23,6,10
154.0,0,16,4,2
34.5,0,19,2,1
55.0,0,22,1,1
132.0,0,21,2,2
154.0,0,18,3,1
93.15,0,14,1,2
77.0,0,13,0,1
77.0,0,19,3,2
78.4,0,16,0,1
99.0,0,11,4,1
92.0,0,16,1,1
247.5,0,18,4,1
77.0,0,18,3,1
154.0,0,16,4,2
308.0,0,14,4,1
89.6,0,17,0,1
89.6,0,18,6,1
134.4,0,7,1,1
201.25,0,19,0,1
310.5,0,15,2,1
201.6,0,18,4,1
160.0,0,15,0,1
448.0,0,22,5,4
72.0,0,12,5,2
110.0,0,13,0,1
55.0,0,14,2,1
53.0,0,2,5,1
16.5,0,21,4,1
100.8,0,7,0,1
115.0,0,22,4,2
92.0,0,20,0,1
110.0,0,19,1,2
55.0,1,16,0,12
103.5,0,18,2,1
20.0,0,19,0,1
286.0,0,10,3,2
220.0,0,12,0,1
99.0,0,9,2,1
207.0,0,18,0,1
115.0,0,15,1,1
84.0,0,14,1,1
44.0,0,11,1,1
34.5,0,21,6,1
100.8,0,22,3,1
138.0,0,14,0,1
99.0,0,22,2,1
104.5,0,16,0,1
69.0,0,13,4,1
10.0,0,10,1,1
99.0,0,17,5,2
23.0,0,0,4,2
78.4,0,9,1,1
77.0,0,17,4,2
69.0,0,13,2,2
143.0,0,18,1,3
154.0,0,18,1,1
88.0,0,22,3,1
20.0,0,23,5,2
70.0,0,17,5,1
89.6,0,23,0,3
55.0,0,8,2,2
92.0,0,17,4,1
89.6,0,21,6,1
830.0,0,14,0,2
34.5,0,17,4,1
140.0,0,13,4,1
207.0,0,18,0,1
99.0,0,16,5,2
57.5,0,13,4,1
77.0,0,12,0,1
179.2,0,13,2,1
180.0,0,17,3,1
140.0,0,17,5,2
36.66,0,10,0,1
104.5,0,9,4,1
23.0,0,13,4,2
16.5,0,11,5,1
201.25,0,20,0,1
78.4,0,20,2,4
89.6,0,12,0,3
20.0,0,10,1,2
20.0,0,12,5,2
78.4,0,12,0,1
55.0,0,15,2,2
33.0,0,10,4,3
561.0,0,8,5,1
55.0,0,9,2,2
46.0,0,12,3,4
154.0,0,13,3,1
165.0,0,19,3,1
132.0,0,14,5,1
198.0,0,11,4,1
154.0,0,0,3,1
77.0,0,9,2,1
358.4,0,10,4,1
308.0,0,12,3,1
75.52,0,18,0,2
77.0,0,17,3,1
179.2,0,15,1,4
154.0,0,18,4,1
126.5,1,9,4,8
10.0,0,22,6,1
121.0,0,14,4,1
154.0,0,16,0,1
34.5,0,22,3,1
154.0,0,16,4,4
23.0,0,1,4,1
30.0,0,11,5,3
10.0,0,13,0,1
74.16,0,14,2,1
77.0,0,14,3,3
5.0,0,9,3,2
23.0,0,20,3,2
104.5,0,15,4,1
190.4,0,9,3,1
92.0,0,11,5,1
230.0,0,13,1,4
78.4,0,22,1,1
517.0,0,10,2,1
154.0,0,13,4,1
69.0,0,15,5,1
286.0,0,16,2,1
138.0,0,16,2,1
78.4,0,16,4,3
138.0,0,22,1,1
140.0,0,22,3,1
49.5,0,9,1,1
16.5,0,11,6,1
138.0,0,12,2,2
30.0,0,12,5,2
46.0,1,15,4,20
187.0,0,22,2,1
275.0,0,14,3,2
46.0,0,12,3,4
46.0,0,14,4,1
336.0,0,18,4,1
67.2,0,21,3,2
24.0,0,21,1,1
34.5,0,12,3,1
20.0,0,18,2,1
66.0,0,20,3,1
154.0,0,10,3,1
156.8,0,18,3,2
15.0,0,22,6,1
50.0,0,14,2,3
230.0,0,12,4,1
275.0,0,12,5,1
16.5,0,20,5,1
78.4,0,13,1,2
235.2,0,21,0,2
319.0,0,23,0,1
100.8,0,18,0,1
69.0,0,17,5,1
69.0,0,16,3,2
123.2,1,16,5,9
100.8,0,13,5,2
93.15,0,9,3,1
242.0,0,18,2,1
36.66,0,19,1,1
55.0,0,23,1,1
44.0,0,7,2,1
46.0,0,14,4,1
110.0,0,11,3,1
112.0,0,21,0,1
15.0,0,22,1,1
89.6,0,9,1,1
465.75,0,12,1,1
154.0,0,12,4,1
104.5,0,17,0,1
95.0,0,17,4,1
161.0,0,14,0,1
38.5,0,23,5,1
828.8,0,13,1,1
792.0,0,15,3,1
179.2,0,17,5,1
100.8,0,17,3,1
672.0,0,18,4,1
104.5,0,17,6,1
92.0,0,8,1,1
165.0,1,18,4,3
20.0,0,16,4,1
32.1,0,22,0,1
34.5,0,18,3,2
88.0,0,20,2,1
220.0,0,14,5,1
73.07,0,20,4,1
201.25,0,20,0,1
143.0,0,0,5,1
99.0,0,13,3,1
235.2,0,11,0,1
440.0,0,12,0,2
69.0,0,14,3,1
132.0,0,16,4,1
345.0,0,16,4,2
345.0,0,18,2,2
62.1,0,14,6,1
495.0,0,23,6,2
154.0,0,16,1,1
143.0,0,9,0,1
111.65,0,7,0,1
46.0,1,16,3,3
78.4,0,14,0,1
154.0,0,12,6,1
44.8,0,11,2,1
46.0,0,8,4,1
132.0,0,13,0,1
26.5,0,14,0,1
143.0,0,19,0,1
99.0,0,9,2,1
132.0,0,12,2,1
103.5,0,16,2,1
46.0,0,20,6,2
187.0,0,16,5,4
123.2,0,17,5,3
168.0,0,20,3,1
17.24,1,13,1,8
78.4,0,15,0,1
132.0,0,22,3,1
345.5,0,10,1,1
134.4,0,19,6,1
77.0,0,23,0,2
121.79,0,12,3,1
95.2,0,8,4,1
336.0,0,10,3,2
313.5,0,1,1,3
176.0,0,18,4,1
156.8,0,14,0,2
99.0,0,23,4,1
172.75,0,13,1,1
134.4,0,12,6,2
10.0,0,16,4,1
57.5,0,10,0,2
34.5,0,12,1,2
134.4,0,23,1,1
62.1,0,17,2,1
121.0,0,19,4,1
154.0,0,11,4,1
184.0,0,11,4,1
67.2,0,18,5,2
319.0,0,16,2,1
300.0,1,20,4,1
132.0,0,23,3,1
10.0,0,10,5,1
92.0,0,16,4,1
44.3,1,6,2,10
132.0,0,15,6,1
198.0,0,12,6,1
156.8,0,14,1,1
165.0,0,21,1,1
132.0,0,1,5,2
154.0,0,11,2,2
166.0,0,16,1,1
20.0,0,15,3,2
156.8,0,11,1,1
280.0,0,10,3,3
34.5,0,14,3,1
46.0,0,14,3,2
99.0,0,15,0,1
175.08,0,21,4,1
